Station_ID,Company,Location,Availability,Charging_Type,Cost_per_kWh,Distance_km,Battery_Type,SOC_%,SOH_%,Cycle_Count,Range_km,Charging_Status,Charging_Speed_kW,Time_Remaining_min,Overcharge_Alert,Temperature_Alert,Tampering_Alert,Energy_Consumption_kWh_per_km,Motor_Usage_%,HVAC_Usage_%,Electronics_Usage_%,Battery_Temp_C,Coolant_Inlet_C,Coolant_Outlet_C,Coolant_Flow_L_min,Fan_Speed_RPM,Ambient_Temp_C,Thermal_Runaway_Risk,Error_Code
ST04389,Electrify America,Kolkata,Occupied,Fast,9.93,1.09,NMC,42,81,1031,85,Plugged In,209,45,Yes,High,No,0.126,56,24,17,46,26,44,1.95,4679,33,Medium,None
ST04390,BP Pulse,Hyderabad,Occupied,Fast,9.56,21.94,Lithium-ion,62,84,300,115,Idle,121,106,Yes,High,No,0.135,48,19,15,27,37,31,2.01,3418,32,Low,E303
ST04391,Fortum,Mumbai,Available,Fast,7.95,8.32,NMC,81,76,150,413,Fast Charging,46,57,No,Low,No,0.126,42,8,6,43,37,41,3.23,2217,44,Low,E303
ST04392,Tata Power,Hyderabad,Available,Fast,9.42,22.4,NMC,23,77,341,182,Charging,195,7,No,Low,No,0.269,69,21,11,17,33,36,4.37,2486,18,Low,E101
ST04393,Tata Power,Kolkata,Occupied,Ordinary,10.33,13.37,Lithium-ion,33,94,742,399,Fast Charging,56,48,No,Normal,No,0.159,58,19,13,22,24,28,2.81,1079,36,Medium,E404
ST04394,Ionity,Pune,Occupied,Fast,17.02,30.01,Lithium-ion,85,73,794,151,Idle,234,65,No,Low,No,0.275,65,25,6,54,29,40,1.18,1034,15,Medium,E404
ST04395,Ionity,Mumbai,Available,Ordinary,8.71,32.61,NMC,96,86,1267,357,Charging,44,35,Yes,High,No,0.226,57,24,7,53,36,43,2.36,4537,23,Medium,E404
ST04396,Fortum,Chennai,Available,Fast,16.07,5.45,Lithium-ion,22,71,1399,474,Plugged In,237,42,Yes,Low,Yes,0.136,54,15,13,33,17,47,4.56,2932,11,High,E101
ST04397,Tata Power,Pune,Available,Ordinary,20.52,12.14,Lithium-ion,89,89,1170,244,Charging,130,41,No,Normal,Yes,0.273,47,24,5,38,40,39,4.76,3615,35,Medium,None
ST04398,Fortum,Chennai,Available,Fast,13.56,3.33,NMC,79,81,735,192,Plugged In,169,110,No,High,No,0.238,57,18,18,28,33,29,4.0,3447,29,High,E404
ST04399,Electrify America,Kolkata,Available,Ordinary,25.8,34.85,NMC,70,88,1281,329,Plugged In,233,108,No,Normal,No,0.214,42,17,9,52,37,23,4.27,2788,12,Low,E303
ST04400,Tata Power,Chennai,Available,Fast,11.5,46.28,LFP,49,84,872,157,Fast Charging,236,60,No,High,Yes,0.108,57,14,14,33,40,21,1.78,3337,11,Low,E101
ST04401,ChargeZone,Pune,Occupied,Ordinary,10.09,14.47,Lithium-ion,97,89,1308,472,Charging,77,34,Yes,Low,Yes,0.222,66,25,9,29,28,29,1.63,3365,22,Low,E404
ST04402,BP Pulse,Mumbai,Available,Ordinary,18.11,1.26,Lithium-ion,25,87,155,92,Plugged In,20,24,No,High,No,0.274,54,12,19,34,44,33,1.46,1076,18,High,E404
ST04403,Electrify America,Hyderabad,Available,Fast,8.72,45.79,NMC,6,96,1254,276,Idle,204,87,No,Normal,No,0.207,49,13,7,48,17,29,4.85,3155,21,Medium,E303
ST04404,Electrify America,Delhi,Available,Ordinary,20.59,45.15,LFP,6,97,838,223,Idle,145,107,No,Low,Yes,0.149,48,18,15,54,29,31,4.6,3822,30,Medium,E303
ST04405,Fortum,Delhi,Available,Fast,23.12,47.77,Lithium-ion,60,87,1249,89,Idle,207,93,Yes,Low,Yes,0.214,51,22,8,41,28,31,3.6,4137,22,Low,E303
ST04406,Ionity,Ahmedabad,Occupied,Ordinary,22.6,48.45,NMC,39,100,1330,129,Charging,53,63,No,High,Yes,0.24,65,15,15,35,35,21,2.09,3957,36,High,E202
ST04407,Ionity,Ahmedabad,Occupied,Ordinary,15.73,26.92,Lithium-ion,48,98,1492,330,Charging,116,65,Yes,Normal,Yes,0.258,43,14,18,51,24,26,2.59,3955,30,High,E101
ST04408,Fortum,Kolkata,Available,Fast,8.07,20.02,NMC,16,92,1306,198,Charging,45,11,No,High,Yes,0.266,45,17,15,35,27,25,1.42,4928,30,Low,E202
ST04409,Fortum,Kolkata,Available,Ordinary,29.06,38.77,LFP,23,71,838,133,Charging,52,13,No,High,Yes,0.219,50,8,5,55,34,46,2.96,4669,32,High,None
ST04410,Fortum,Delhi,Occupied,Ordinary,11.2,17.02,Lithium-ion,55,91,195,164,Idle,221,43,Yes,High,Yes,0.15,66,17,6,31,40,31,4.45,1498,21,Low,E202
ST04411,Tata Power,Mumbai,Available,Fast,11.04,26.0,LFP,36,100,808,192,Fast Charging,174,29,No,Normal,Yes,0.183,56,25,13,46,33,30,4.98,4134,41,Low,None
ST04412,BP Pulse,Mumbai,Available,Ordinary,15.04,40.8,NMC,11,71,1284,387,Plugged In,117,39,No,Low,No,0.264,44,6,18,20,41,21,1.45,4637,16,High,E202
ST04413,BP Pulse,Hyderabad,Available,Fast,15.62,45.42,NMC,65,98,1278,206,Charging,116,86,Yes,Low,Yes,0.247,66,16,9,54,32,38,1.05,2927,20,Low,E404
ST04414,Fortum,Chennai,Available,Ordinary,28.38,32.64,NMC,29,84,934,251,Idle,203,90,No,Normal,Yes,0.189,56,10,19,21,15,37,3.09,1422,43,Low,E404
ST04415,BP Pulse,Pune,Occupied,Fast,8.15,3.43,LFP,56,89,1218,51,Idle,115,70,No,Normal,No,0.119,56,10,6,26,33,24,3.83,1810,25,Medium,None
ST04416,ChargeZone,Kolkata,Available,Fast,17.3,37.7,LFP,96,89,205,244,Idle,98,59,Yes,Low,No,0.155,42,7,20,44,28,49,1.08,4475,39,Medium,E303
ST04417,ChargeZone,Chennai,Available,Ordinary,12.46,22.31,LFP,73,77,1063,130,Charging,149,41,Yes,Normal,No,0.133,53,19,15,33,23,40,1.1,2193,29,Low,E202
ST04418,BP Pulse,Delhi,Occupied,Ordinary,18.89,2.6,Lithium-ion,81,96,330,393,Idle,26,98,Yes,Low,Yes,0.126,43,13,14,30,30,35,4.2,1058,12,Low,None
ST04419,Electrify America,Delhi,Occupied,Fast,28.14,5.53,Lithium-ion,14,94,868,93,Idle,152,110,Yes,Low,Yes,0.284,51,19,8,22,29,36,4.71,3841,34,High,None
ST04420,Fortum,Bangalore,Available,Ordinary,10.21,13.06,Lithium-ion,0,95,403,491,Fast Charging,181,79,Yes,Low,Yes,0.167,60,12,5,24,44,32,3.17,3884,22,High,None
ST04421,Electrify America,Ahmedabad,Available,Ordinary,14.99,30.84,Lithium-ion,55,78,556,265,Charging,140,15,Yes,High,No,0.277,63,25,17,18,33,22,2.51,3204,15,Medium,E303
ST04422,ChargeZone,Ahmedabad,Available,Fast,13.25,20.93,LFP,78,96,356,371,Fast Charging,42,25,Yes,High,Yes,0.188,53,6,6,47,17,30,2.44,2713,41,High,E202
ST04423,Tata Power,Mumbai,Occupied,Fast,26.54,25.77,Lithium-ion,73,83,1339,268,Idle,80,73,No,Normal,Yes,0.261,69,20,6,45,37,37,3.59,2635,29,High,E101
ST04424,Tata Power,Chennai,Occupied,Fast,21.29,40.98,Lithium-ion,25,86,1234,107,Charging,127,53,No,High,No,0.269,42,15,6,43,32,47,4.92,1428,41,Medium,E303
ST04425,Ionity,Chennai,Occupied,Ordinary,14.3,5.7,Lithium-ion,66,85,256,262,Charging,247,13,Yes,High,No,0.256,67,18,6,17,25,37,1.51,2567,38,Low,E101
ST04426,Fortum,Delhi,Occupied,Ordinary,7.17,38.26,NMC,90,77,324,170,Charging,75,110,Yes,High,No,0.208,67,14,16,22,41,29,4.26,4205,28,High,E404
ST04427,ChargeZone,Kolkata,Available,Ordinary,27.2,48.15,LFP,8,73,551,381,Charging,27,52,Yes,High,Yes,0.17,49,10,13,42,20,33,3.68,2954,35,Low,E101
ST04428,Tata Power,Ahmedabad,Occupied,Ordinary,9.85,20.81,Lithium-ion,56,96,930,94,Idle,177,77,Yes,Low,Yes,0.229,65,23,11,49,17,31,4.27,4353,31,Low,E404
ST04429,ChargeZone,Bangalore,Available,Ordinary,7.92,17.23,NMC,5,79,879,229,Fast Charging,53,97,No,High,No,0.271,65,24,18,38,43,39,4.29,4514,13,High,E303
ST04430,ChargeZone,Pune,Available,Ordinary,28.47,39.44,Lithium-ion,33,74,218,225,Idle,197,30,No,High,Yes,0.131,52,19,19,39,15,33,2.02,4148,35,Medium,E202
ST04431,ChargeZone,Chennai,Occupied,Fast,16.68,24.6,Lithium-ion,50,90,559,66,Idle,232,62,Yes,High,Yes,0.145,64,15,19,41,24,42,4.12,1348,43,Low,None
ST04432,Tata Power,Hyderabad,Available,Ordinary,25.94,1.74,LFP,24,92,1307,181,Fast Charging,219,25,Yes,Normal,No,0.234,64,14,15,24,31,41,4.33,3130,35,Low,E101
ST04433,Fortum,Pune,Available,Ordinary,15.6,10.71,NMC,75,84,725,400,Fast Charging,141,88,No,High,No,0.193,52,11,7,22,25,49,2.79,4056,40,High,E404
ST04434,ChargeZone,Mumbai,Available,Fast,7.84,8.41,Lithium-ion,88,95,1175,485,Plugged In,32,92,No,Normal,Yes,0.136,60,9,16,52,39,21,2.23,1837,22,Low,E404
ST04435,Ionity,Kolkata,Available,Ordinary,21.9,5.91,NMC,11,79,513,420,Plugged In,141,87,Yes,Low,No,0.227,67,9,11,27,16,27,1.93,3803,32,High,E303
ST04436,BP Pulse,Delhi,Occupied,Fast,7.07,32.82,NMC,96,92,1390,147,Plugged In,105,81,No,Normal,No,0.21,41,15,10,49,35,26,3.82,1575,18,High,E101
ST04437,BP Pulse,Kolkata,Occupied,Fast,27.77,44.27,LFP,99,94,999,128,Idle,204,27,No,High,Yes,0.119,62,6,13,33,17,26,1.06,4496,24,High,E404
ST04438,BP Pulse,Hyderabad,Available,Fast,28.74,41.37,LFP,36,70,1373,185,Charging,4,77,No,Low,Yes,0.185,64,16,18,18,33,46,2.43,4654,29,Low,E101
ST04439,Electrify America,Hyderabad,Occupied,Ordinary,10.19,47.14,LFP,87,76,1457,395,Plugged In,226,90,Yes,Low,Yes,0.263,54,6,7,55,23,32,1.15,4938,36,Medium,E202
ST04440,Electrify America,Bangalore,Available,Ordinary,28.89,11.63,Lithium-ion,3,82,475,384,Fast Charging,152,102,No,Low,Yes,0.162,59,25,17,28,40,44,2.66,2133,39,Medium,None
ST04441,BP Pulse,Hyderabad,Available,Ordinary,18.62,44.87,Lithium-ion,12,98,1143,358,Fast Charging,111,28,No,Low,No,0.266,60,14,20,52,20,44,1.94,4050,37,Low,E303
ST04442,ChargeZone,Mumbai,Available,Ordinary,22.13,26.05,Lithium-ion,27,84,315,274,Charging,3,5,Yes,Low,No,0.298,50,15,15,16,18,33,1.35,2332,15,Medium,None
ST04443,ChargeZone,Mumbai,Occupied,Ordinary,5.09,44.97,NMC,81,74,474,137,Charging,151,56,Yes,Normal,No,0.109,42,17,20,36,22,44,4.3,2011,39,Medium,None
ST04444,Tata Power,Pune,Available,Fast,22.03,24.31,NMC,53,71,1422,204,Plugged In,206,76,No,High,No,0.117,46,13,16,50,16,40,4.48,2484,33,Low,E202
ST04445,Ionity,Chennai,Occupied,Ordinary,18.85,12.33,Lithium-ion,99,71,1373,417,Plugged In,23,52,No,High,Yes,0.111,46,23,9,51,25,24,4.93,3508,37,Low,None
ST04446,Fortum,Delhi,Available,Fast,26.29,39.82,NMC,44,87,458,273,Plugged In,182,85,No,Low,Yes,0.237,67,20,11,44,44,47,2.58,1990,38,High,None
ST04447,Fortum,Pune,Occupied,Ordinary,21.4,24.24,NMC,46,78,1197,481,Plugged In,245,58,No,Low,No,0.116,50,20,9,51,35,20,3.12,3852,29,Medium,E303
ST04448,Tata Power,Kolkata,Occupied,Ordinary,15.39,33.95,NMC,12,71,1426,243,Fast Charging,85,47,Yes,Low,Yes,0.167,52,12,8,39,15,42,3.17,2479,45,Low,E303
ST04449,Ionity,Chennai,Available,Fast,5.61,47.77,NMC,82,90,420,419,Plugged In,114,94,Yes,Low,No,0.182,47,10,5,20,45,29,2.62,3708,31,High,None
ST04450,ChargeZone,Pune,Available,Ordinary,11.95,8.42,LFP,78,87,194,373,Plugged In,156,23,Yes,Normal,Yes,0.226,63,15,9,30,41,40,3.92,3210,22,Medium,None
ST04451,Tata Power,Pune,Available,Fast,8.11,21.39,LFP,79,92,679,441,Plugged In,183,76,No,Normal,Yes,0.124,69,19,12,51,35,21,3.87,3502,24,Low,E303
ST04452,Ionity,Bangalore,Available,Ordinary,14.43,9.48,LFP,57,99,595,131,Plugged In,43,34,No,High,No,0.19,42,25,9,34,31,36,2.22,3823,44,High,E202
ST04453,ChargeZone,Mumbai,Occupied,Ordinary,15.39,42.22,NMC,91,71,833,378,Fast Charging,162,85,No,Normal,Yes,0.22,40,8,5,35,25,22,2.57,4140,32,High,E101
ST04454,BP Pulse,Pune,Occupied,Ordinary,13.37,49.31,NMC,66,92,1065,261,Fast Charging,79,51,Yes,Low,Yes,0.135,70,16,13,34,29,46,1.11,3580,31,Medium,E404
ST04455,BP Pulse,Bangalore,Available,Fast,28.28,35.6,NMC,7,88,1442,187,Plugged In,220,104,Yes,Low,No,0.163,66,19,12,46,25,21,1.36,2563,44,Low,None
ST04456,Electrify America,Mumbai,Available,Ordinary,28.71,20.53,Lithium-ion,42,80,331,124,Fast Charging,97,85,Yes,Low,No,0.207,41,18,13,20,43,34,3.34,4099,39,Medium,None
ST04457,ChargeZone,Delhi,Available,Fast,28.55,20.65,Lithium-ion,99,75,1362,461,Charging,150,68,Yes,Low,No,0.111,50,12,7,18,36,20,3.22,1534,28,Medium,E101
ST04458,BP Pulse,Kolkata,Available,Fast,12.6,44.16,LFP,65,80,330,293,Plugged In,106,103,No,Normal,No,0.172,69,7,20,22,40,30,2.68,1274,34,High,E202
ST04459,Tata Power,Chennai,Available,Ordinary,6.47,18.55,NMC,39,85,614,124,Charging,103,82,Yes,High,Yes,0.28,70,14,9,21,35,28,2.61,4890,45,Medium,E202
ST04460,BP Pulse,Hyderabad,Available,Fast,15.06,29.17,LFP,60,87,614,493,Charging,24,34,Yes,High,No,0.104,54,20,18,34,43,47,2.82,1528,27,Medium,E404
ST04461,Electrify America,Ahmedabad,Occupied,Ordinary,15.56,5.61,Lithium-ion,68,91,150,84,Idle,136,74,No,Low,Yes,0.246,63,17,15,47,25,27,3.59,1297,23,Low,E303
ST04462,ChargeZone,Bangalore,Available,Fast,9.51,9.63,Lithium-ion,77,87,1327,206,Idle,11,101,Yes,Low,Yes,0.246,61,15,19,16,17,20,4.94,2301,25,High,None
ST04463,Fortum,Bangalore,Occupied,Fast,9.35,18.03,Lithium-ion,27,82,917,483,Fast Charging,89,119,Yes,Low,No,0.297,48,17,16,47,27,49,2.86,3427,23,High,E404
ST04464,Tata Power,Ahmedabad,Occupied,Ordinary,6.03,43.51,LFP,53,91,222,496,Plugged In,220,98,No,High,No,0.195,45,10,11,22,17,33,1.68,4051,39,Low,E202
ST04465,BP Pulse,Ahmedabad,Available,Fast,18.43,38.01,Lithium-ion,26,93,598,421,Idle,106,67,Yes,High,No,0.198,55,8,12,49,19,40,2.85,1369,23,High,E303
ST04466,ChargeZone,Chennai,Available,Ordinary,27.82,23.02,Lithium-ion,24,93,499,344,Fast Charging,36,103,Yes,High,Yes,0.25,51,20,11,36,30,37,2.62,4060,23,Low,E202
ST04467,Electrify America,Delhi,Available,Fast,8.25,36.95,Lithium-ion,7,98,355,169,Charging,248,71,Yes,High,No,0.128,41,17,16,21,24,39,2.57,2849,18,Medium,E404
ST04468,Tata Power,Pune,Occupied,Ordinary,7.28,11.63,NMC,85,75,1474,339,Charging,143,41,No,Normal,No,0.205,42,10,19,35,23,44,4.7,3155,38,Medium,E404
ST04469,Ionity,Chennai,Occupied,Fast,7.81,23.82,Lithium-ion,14,97,1117,196,Fast Charging,17,110,Yes,Low,Yes,0.109,69,15,8,47,43,28,4.89,2148,41,Medium,E202
ST04470,Tata Power,Bangalore,Available,Fast,22.3,6.72,Lithium-ion,15,90,1098,219,Plugged In,204,106,Yes,High,Yes,0.105,59,16,6,27,15,34,2.17,1227,42,Low,E303
ST04471,Electrify America,Delhi,Occupied,Ordinary,16.13,13.49,Lithium-ion,36,86,1371,428,Fast Charging,27,56,No,Normal,Yes,0.298,57,14,18,51,34,29,3.71,4125,37,Medium,E202
ST04472,Electrify America,Pune,Available,Fast,13.55,46.12,NMC,62,98,1288,426,Charging,246,94,Yes,Low,Yes,0.161,48,17,12,50,19,40,4.29,3056,45,High,None
ST04473,Tata Power,Delhi,Available,Ordinary,7.44,25.66,NMC,20,70,1490,66,Fast Charging,125,20,No,High,No,0.297,66,15,8,21,28,22,3.47,4234,22,High,E404
ST04474,Tata Power,Mumbai,Available,Ordinary,8.47,2.19,LFP,13,85,583,226,Plugged In,179,87,Yes,High,Yes,0.166,42,24,17,47,31,27,4.3,1940,43,Low,E202
ST04475,Tata Power,Chennai,Occupied,Ordinary,29.44,41.54,Lithium-ion,99,78,468,88,Fast Charging,60,97,No,Low,No,0.138,68,12,19,27,24,48,1.42,2904,26,High,E101
ST04476,BP Pulse,Ahmedabad,Available,Ordinary,13.72,30.76,LFP,89,94,1044,265,Idle,111,115,No,High,No,0.119,53,16,19,40,40,30,4.74,2834,21,Medium,E101
ST04477,Fortum,Hyderabad,Occupied,Ordinary,15.75,40.4,LFP,79,88,1411,99,Plugged In,186,39,No,Normal,No,0.286,59,22,11,53,15,25,4.8,3937,16,Low,E202
ST04478,ChargeZone,Kolkata,Occupied,Fast,7.8,15.98,NMC,68,81,1359,368,Idle,82,110,No,Low,Yes,0.17,69,20,14,18,36,29,4.3,3260,21,Low,E101
ST04479,ChargeZone,Delhi,Available,Ordinary,15.52,35.77,Lithium-ion,79,97,1264,155,Plugged In,48,68,Yes,Normal,No,0.101,46,14,10,15,20,36,4.78,1588,34,High,E404
ST04480,BP Pulse,Bangalore,Occupied,Fast,10.05,6.24,LFP,38,85,1448,460,Charging,154,69,No,Low,Yes,0.169,41,6,5,50,17,32,4.09,2094,26,High,E101
ST04481,BP Pulse,Pune,Available,Fast,17.01,5.55,Lithium-ion,16,90,1281,409,Plugged In,44,56,No,Normal,Yes,0.198,63,13,7,35,39,21,4.56,2187,22,Low,E404
ST04482,Electrify America,Delhi,Occupied,Ordinary,17.09,8.45,NMC,20,99,250,459,Fast Charging,51,48,No,High,No,0.218,54,13,18,24,20,42,1.7,4456,37,Medium,E404
ST04483,Electrify America,Bangalore,Available,Ordinary,27.55,31.85,LFP,73,82,364,335,Fast Charging,159,58,No,Low,No,0.218,69,15,12,25,35,32,2.58,4074,43,Medium,E303
ST04484,Ionity,Hyderabad,Occupied,Ordinary,17.6,22.12,NMC,36,90,453,219,Plugged In,63,115,No,Low,No,0.19,43,24,11,42,45,48,3.86,2677,14,High,E303
ST04485,Electrify America,Hyderabad,Occupied,Fast,27.86,45.36,NMC,37,90,421,277,Charging,71,62,Yes,Normal,Yes,0.245,67,13,7,44,24,20,2.17,4910,37,High,E404
ST04486,Tata Power,Chennai,Available,Ordinary,27.45,5.34,NMC,88,87,172,60,Idle,148,88,Yes,High,No,0.169,58,18,15,47,29,45,4.97,1325,40,Medium,E404
ST04487,BP Pulse,Ahmedabad,Available,Ordinary,23.44,28.5,NMC,12,91,1147,270,Charging,5,48,No,Low,Yes,0.179,44,13,14,45,19,38,3.79,3159,26,Low,E202
ST04488,Electrify America,Delhi,Occupied,Ordinary,5.92,37.97,Lithium-ion,19,86,91,261,Charging,188,5,Yes,Low,Yes,0.121,48,17,7,38,35,30,4.09,4870,45,Low,E101
ST04489,Ionity,Kolkata,Occupied,Fast,15.49,34.55,LFP,82,84,1422,258,Plugged In,38,91,No,High,No,0.229,61,24,9,28,17,32,3.07,3817,36,High,E101
ST04490,Electrify America,Bangalore,Occupied,Ordinary,24.19,7.97,Lithium-ion,92,80,509,371,Fast Charging,170,61,Yes,Low,Yes,0.176,56,5,20,21,19,40,4.26,1254,13,Low,E303
ST04491,Tata Power,Bangalore,Occupied,Ordinary,22.08,12.42,Lithium-ion,99,79,768,379,Idle,45,120,No,Normal,Yes,0.23,62,13,5,19,30,25,2.16,3386,44,High,E404
ST04492,Ionity,Hyderabad,Occupied,Fast,12.94,48.34,Lithium-ion,39,70,106,217,Plugged In,228,97,Yes,High,Yes,0.212,53,17,11,50,36,43,2.63,2801,37,Medium,None
ST04493,BP Pulse,Mumbai,Available,Fast,23.73,34.45,LFP,25,93,83,302,Charging,85,33,No,Normal,No,0.174,47,10,19,33,20,44,1.54,4791,35,High,E303
ST04494,Fortum,Kolkata,Available,Ordinary,15.97,37.59,LFP,12,95,405,428,Plugged In,176,109,Yes,High,Yes,0.262,64,21,20,39,28,43,2.72,4297,39,High,E404
ST04495,Fortum,Delhi,Occupied,Fast,12.99,8.22,LFP,84,98,135,75,Charging,222,104,Yes,High,No,0.116,53,16,19,27,30,38,4.55,4195,20,High,None
ST04496,Fortum,Pune,Available,Fast,22.64,27.04,LFP,80,97,832,298,Idle,153,84,Yes,Normal,No,0.139,52,25,11,53,33,44,3.67,1609,34,High,E303
ST04497,Electrify America,Hyderabad,Occupied,Fast,8.06,47.17,NMC,93,73,1161,273,Idle,18,73,No,Normal,No,0.291,43,6,10,31,36,43,1.46,2826,19,Medium,E404
ST04498,Electrify America,Delhi,Occupied,Fast,21.38,30.62,NMC,0,79,531,157,Plugged In,181,62,No,Low,No,0.279,65,13,17,29,30,35,4.25,3678,14,High,E101
ST04499,Tata Power,Chennai,Occupied,Fast,17.85,16.74,NMC,9,76,336,422,Plugged In,92,35,Yes,High,No,0.198,67,18,6,32,32,25,3.82,1372,31,Medium,E404
ST04500,BP Pulse,Delhi,Available,Fast,20.46,12.94,NMC,39,79,1061,130,Plugged In,238,96,No,High,Yes,0.101,44,10,17,46,34,37,1.23,1031,23,High,E202
ST04501,Ionity,Ahmedabad,Occupied,Ordinary,17.35,43.78,NMC,66,90,1335,320,Plugged In,24,98,No,Normal,Yes,0.294,70,15,17,54,37,24,1.59,3431,39,High,E202
ST04502,Ionity,Ahmedabad,Occupied,Ordinary,28.17,26.42,Lithium-ion,56,75,717,193,Idle,7,13,No,High,No,0.142,51,5,18,41,24,25,2.32,1361,11,High,E404
ST04503,Tata Power,Mumbai,Available,Fast,21.35,15.06,LFP,90,95,609,161,Idle,154,69,No,High,Yes,0.268,60,8,9,19,21,35,3.31,3545,43,High,E404
ST04504,Electrify America,Mumbai,Occupied,Ordinary,14.93,11.4,Lithium-ion,36,91,407,392,Idle,222,15,Yes,Low,Yes,0.229,53,16,9,27,25,21,4.13,1141,45,High,None
ST04505,Ionity,Delhi,Occupied,Ordinary,14.69,25.3,Lithium-ion,47,87,929,248,Fast Charging,47,14,Yes,High,No,0.245,60,10,8,34,36,44,2.19,1544,38,High,E202
ST04506,Electrify America,Kolkata,Available,Fast,10.81,40.98,LFP,34,97,271,282,Plugged In,50,95,No,High,Yes,0.29,59,8,20,21,27,43,2.59,4518,28,Medium,E404
ST04507,BP Pulse,Hyderabad,Occupied,Ordinary,10.08,44.26,NMC,37,75,1167,265,Fast Charging,209,40,No,High,Yes,0.192,64,16,6,49,38,46,1.74,4265,42,Medium,E202
ST04508,Tata Power,Delhi,Occupied,Ordinary,8.84,37.26,LFP,97,82,493,75,Charging,138,99,Yes,Low,Yes,0.209,48,11,6,47,17,33,1.75,4864,29,High,E303
ST04509,ChargeZone,Hyderabad,Available,Fast,26.3,16.11,NMC,42,95,1168,445,Charging,11,81,No,Normal,Yes,0.275,64,22,7,50,23,42,2.56,4492,26,Medium,E404
ST04510,Fortum,Bangalore,Available,Ordinary,8.2,7.47,NMC,99,93,1064,346,Charging,148,74,Yes,Normal,No,0.117,40,18,7,33,30,26,2.12,3045,45,Medium,E404
ST04511,Fortum,Pune,Available,Fast,17.64,14.22,NMC,2,81,1301,415,Plugged In,18,30,No,Low,No,0.223,44,9,11,35,31,35,1.87,4767,42,High,None
ST04512,Electrify America,Kolkata,Available,Ordinary,13.33,33.67,NMC,17,79,1317,253,Idle,179,13,Yes,Low,Yes,0.16,49,10,11,52,38,40,4.3,3768,26,High,E303
ST04513,Electrify America,Kolkata,Available,Ordinary,28.27,20.67,NMC,83,81,854,108,Charging,110,19,Yes,High,No,0.255,69,6,6,16,44,32,2.16,2642,35,Medium,None
ST04514,ChargeZone,Hyderabad,Occupied,Fast,27.54,23.89,NMC,96,98,531,390,Idle,234,33,Yes,High,No,0.227,57,18,8,16,29,22,1.79,2656,22,High,E202
ST04515,Electrify America,Kolkata,Available,Ordinary,24.84,9.23,NMC,46,75,1334,442,Charging,20,91,Yes,Low,No,0.131,42,5,6,43,24,50,3.67,3008,35,High,E404
ST04516,Tata Power,Pune,Available,Fast,25.88,9.34,Lithium-ion,4,86,743,477,Fast Charging,154,113,No,Normal,No,0.198,61,6,9,35,32,45,1.27,4361,34,Low,E303
ST04517,ChargeZone,Mumbai,Occupied,Ordinary,24.6,47.04,NMC,75,79,469,384,Charging,153,109,Yes,Normal,Yes,0.105,70,24,18,55,26,44,3.96,4529,41,Medium,E404
ST04518,Electrify America,Pune,Occupied,Fast,14.27,32.47,LFP,14,70,393,294,Idle,42,120,Yes,Low,Yes,0.211,65,16,7,29,32,43,2.84,4838,45,Medium,E101
ST04519,Ionity,Bangalore,Available,Fast,20.32,4.92,LFP,90,93,1249,492,Plugged In,134,54,No,Normal,No,0.101,44,15,20,18,37,42,4.66,3101,13,Medium,E101
ST04520,Electrify America,Mumbai,Occupied,Ordinary,23.91,34.5,LFP,7,96,1286,296,Plugged In,10,107,No,Low,Yes,0.141,63,6,14,38,29,26,2.65,1618,15,Medium,E101
ST04521,Fortum,Delhi,Occupied,Fast,12.95,15.82,LFP,51,81,1134,91,Charging,76,104,Yes,High,No,0.191,66,7,16,36,33,36,3.94,4723,21,Medium,E303
ST04522,Ionity,Kolkata,Occupied,Fast,11.5,41.21,Lithium-ion,45,97,1349,326,Fast Charging,153,40,Yes,Normal,No,0.23,54,5,5,28,26,33,3.43,4788,26,High,None
ST04523,Tata Power,Hyderabad,Available,Fast,18.63,20.0,Lithium-ion,8,96,55,324,Charging,235,18,Yes,Low,Yes,0.23,69,21,15,53,30,24,3.77,2298,35,Low,E101
ST04524,Tata Power,Kolkata,Available,Ordinary,16.29,42.76,LFP,21,73,1096,427,Fast Charging,226,119,No,Low,No,0.224,54,6,11,37,33,29,3.58,3663,39,High,E202
ST04525,BP Pulse,Hyderabad,Occupied,Fast,15.3,1.09,LFP,85,93,351,376,Fast Charging,54,57,No,Normal,Yes,0.27,64,8,7,54,33,43,3.22,4140,40,High,E101
ST04526,Fortum,Pune,Available,Fast,14.62,0.7,NMC,42,98,1445,493,Charging,228,110,No,Low,No,0.147,48,17,14,18,24,50,3.64,1977,35,Medium,E202
ST04527,Ionity,Chennai,Available,Ordinary,13.87,40.2,LFP,51,80,314,225,Charging,89,103,Yes,Low,Yes,0.121,47,5,19,45,23,31,4.46,2413,12,High,E101
ST04528,Electrify America,Mumbai,Available,Fast,24.95,24.99,NMC,6,99,1031,78,Charging,6,32,Yes,High,Yes,0.153,65,5,10,22,37,26,4.47,4399,37,High,E303
ST04529,Ionity,Mumbai,Occupied,Fast,12.23,41.71,Lithium-ion,11,97,1472,435,Plugged In,146,82,Yes,Low,No,0.142,49,22,19,27,32,36,1.27,1383,20,High,E303
ST04530,Tata Power,Chennai,Occupied,Ordinary,6.54,19.06,Lithium-ion,43,77,105,214,Fast Charging,219,90,No,High,Yes,0.144,65,16,5,49,41,23,2.7,2487,31,High,E404
